Title,Price,Store,Condition
Used 2021 Fender player limited edition Seafoam Green Solid Body Electric Guitar,$699.99,"Atlanta, GA",Great
Used 2024 Taylor Academy 12E NATURAL Acoustic Electric Guitar,$579.99,"Winston-Salem, NC",Great
Used Schecter Guitar Research Omen Extreme 6 Blue Solid Body Electric Guitar,$359.99,"Hickory Corners, NC",Great
Used ESP LTD GH-600NT Black Solid Body Electric Guitar,$669.99,"Round Rock, TX",Excellent
Vintage 1979 Ibanez IC100 Ebony Solid Body Electric Guitar,"$1,499.99","Hobart, IN",Good
Used Gibson Les Paul Traditional Pro V Mahogany Top Cherry Solid Body Electric Guitar,"$1,299.99","Southfield, MI",Great
Used 1970s Sears/roebuck Harmony Atomic Stella SUNBURST Acoustic Guitar,$249.99,"Memphis, TN",Great
Vintage 1985 Squier Standard Stratocaster Black Solid Body Electric Guitar,$449.99,"Lancaster, PA",Good
Used Yamaha FG720S-12 Natural 12 String Acoustic Guitar,$199.99,"Twin Cities, MN",Good
Used 2021 Squier CONTEMPORARY JAGUAR HH ST SKY BLUE Solid Body Electric Guitar,$359.99,"Independence, MO",Great
Used Gibson LPJ Vintage Sunburst Solid Body Electric Guitar,$774.99,"Somerville Circle, NJ",Good
Used J. Reynolds PARLOR LIGHT TEAL Acoustic Guitar,$119.99,"Manchester, CT",Fair
Used Epiphone SG Pro Wine Red Solid Body Electric Guitar,$329.99,"Manchester, CT",Good
Used Fender Player Telecaster Black Solid Body Electric Guitar,$499.99,"Alpharetta, GA",Good
Used Fender 70th Anniversary Players Stratocaster Nebula Solid Body Electric Guitar,$699.99,"Canton, MI",Excellent
Used 2014 Rickenbacker 360C Guitar Center Exclusive 1 of 50 Sunburst Hollow Body Electric Guitar,"$3,699.99","Canton, MI",Excellent
Used Gibson Custom 1959 ES335 Reissue Murphy Lab Ultra Light Aged Natural Hollow Body Electric Guitar,"$5,299.99","Canton, MI",Excellent
Used 2024 Epiphone Les Paul Custom Ebony Solid Body Electric Guitar,$579.99,"Pittsburgh, PA",Great
Used Fender DG-8S Black Acoustic Guitar,$94.99,"Hagerstown, MD",Fair
Used Peavey SC2 Black Solid Body Electric Guitar,$175.99,"Hagerstown, MD",Fair
Used Fender Player Stratocaster HSS Plus Top Blue Burst Solid Body Electric Guitar,$749.99,"Kansas City, MO",Excellent
Used PRS SE CE24 Blood Orange Solid Body Electric Guitar,$499.99,"Youngstown, OH",Great
Used Epiphone Les Paul Studio Black Solid Body Electric Guitar,$334.99,"Johnson City, NY",Great
Used Martin x series special Mahogany Acoustic Electric Guitar,$499.99,"Flint, MI",Great
Used PRS Al Dimeola Signature PRISM Solid Body Electric Guitar,"$3,899.99","Cedar Rapids, IA",Great
Used Squier Bullet Mustang HH Classic White Solid Body Electric Guitar,$124.99,"Monroeville, PA",Good
Used Fender '68 REVERSE STRATOCASTER SPECIAL Butterscotch Blonde Solid Body Electric Guitar,"$1,699.99","Round Rock, TX",Good
Used Fender CD60S LEFT HANDED Natural Acoustic Guitar,$149.99,"Brownsville, TX",Great
Used Squier PARANORMAL OFFSET TELECASTER Surf Green Solid Body Electric Guitar,$334.99,"Chattanooga, TN",Good
Used Balaguer Select-Custom Thicket Black Burst Solid Body Electric Guitar,"$1,799.99","Somerville Circle, NJ",Great
Used Balaguer Select Series Archetype Cosmic Sparkle Solid Body Electric Guitar,$849.99,"Somerville Circle, NJ",Great
Used Ibanez Q54-BKF MATTE BLACK Solid Body Electric Guitar,$749.99,"Flint, MI",Great
Used Taylor 314CE-LTD Natural Acoustic Electric Guitar,"$1,799.99","Nashville, TN",Great
Used 2019 Charvel Pro Mod Warren Demartini Snakeskin Solid Body Electric Guitar,"$1,199.99","Nashville, TN",Excellent
Used 2023 EVH Wolfgang USA Edward Van Halen Signature Ivory Solid Body Electric Guitar,"$2,999.99","Nashville, TN",Excellent
Used 1990s Gibson Les Paul Classic Heritage Cherry Sunburst Solid Body Electric Guitar,"$1,649.99","Nashville, TN",Good
Used 2023 Ernie Ball Music Man Majesty Limited Titan Blue Solid Body Electric Guitar,"$2,199.99","Nashville, TN",Good
Used Cordoba STAGE Vintage Sunburst Classical Acoustic Electric Guitar,$599.99,"Manchester, CT",Great
Used ESP M-200FM Trans Black Solid Body Electric Guitar,$499.99,"Crestwood, MO",Great
Used Fender American Vintage II '61 Stratocaster Sunburst Solid Body Electric Guitar,"$1,499.99","Winston-Salem, NC",Excellent
Used Squier Affinity Stratocaster Left Handed Brown Sunburst Electric Guitar,$134.99,"Little Rock, AR",Good
Used 2021 Kramer CHARLIE PARRA VANGUARD SIGNATURE Candy Apple Red Solid Body Electric Guitar,$499.99,"Crestwood, MO",Good
Used Martin DX2M Natural Acoustic Electric Guitar,$559.99,"N. Olmsted, OH",Great
Used Jackson DINKY JS11 Metallic Red Solid Body Electric Guitar,$149.99,"Cedar Rapids, IA",Great
Used Yamaha AC1M Natural Acoustic Electric Guitar,$359.99,"Central Houston, TX",Good
Used Martin GPCPA5K Natural Acoustic Electric Guitar,$549.99,"Monroeville, PA",Good
Used Cordoba C5 Natural Classical Acoustic Guitar,$299.99,"Cedar Hill, TX",Great
Used Ibanez RG220 GREY NICKEL Solid Body Electric Guitar,$239.99,"Cedar Hill, TX",Fair
Used Godin Multiac Duet Ambiance Natural Acoustic Electric Guitar,"$1,084.99","Asheville, NC",Great
Used John Buscarino CLASSICAL A/E Natural Classical Acoustic Electric Guitar,"$1,979.99","Toledo, OH",Great
Used 1994 Peavey Predator Black Solid Body Electric Guitar,$249.99,"Flint, MI",Good
Used Washburn N1 NUNO BETTENCOURT SIGNATURE Black Solid Body Electric Guitar,$334.99,"Erie, PA",Good
Used Yamaha CSFTA Concert Transacoustic Natural Acoustic Electric Guitar,$599.99,"Little Rock, AR",Great
Used Taylor 110 Natural Acoustic Guitar,$419.99,"Birmingham, AL",Good
Used Fender American Vintage II 1966 Jazzmaster Lake Placid Blue Solid Body Electric Guitar,"$1,999.99","Hobart, IN",Excellent
Used Gretsch Guitars G6134TFM Penguin Wine Red Solid Body Electric Guitar,"$2,999.99","Hobart, IN",Excellent
Used Gibson Custom 1959 ES-355 Reissue Stopbar VOS Semi-Hollow Ebony Solid Body Electric Guitar,"$4,999.99","Hobart, IN",Excellent
Used Fender Artist Series John Mayer Stratocaster Olympic White Solid Body Electric Guitar,"$2,079.99","Hobart, IN",Excellent
Used Charvel Charvel Guthrie Govan Signature HSH ash Solid Body Electric Guitar,"$2,799.99","Towson, MD",Good
Used 2024 Fender 70th Anniversary Player Stratocaster Nebula Noir Solid Body Electric Guitar,$699.99,"Monroeville, PA",Great
Vintage 1972 Hagstrom Viking Sunburst Hollow Body Electric Guitar,$899.99,"Nashville, TN",Good
Used 2017 Fender JAZZMASTER JOURNEYMAN Desert Sand Solid Body Electric Guitar,"$4,299.99","Houston, TX",Excellent
Used Ltd MP 330 Black Solid Body Electric Guitar,$299.99,"Oxford Valley, PA",Fair
Used Danelectro BARITONE Black Solid Body Electric Guitar,$349.99,"Dallas, TX",Great
Used Squier Affinity Stratocaster Candy Apple Red Solid Body Electric Guitar,$81.99,"Atlanta, GA",Fair
Used Epiphone SG 61 Maestro Vibrola  Olive Drab Green Solid Body Electric Guitar,$499.99,"Youngstown, OH",Great
Used Gibson Custom Murphy Lab 1960 Les Paul Standard Reissue Heavy Aged Tangerine Burst Solid Body Electric Guitar,"$6,999.99","Hobart, IN",Excellent
Used Gretsch Guitars G6228TG-PE DARK GREEN Solid Body Electric Guitar,"$2,099.99","Hobart, IN",Excellent
Used Gretsch Guitars G9500 Jim Dandy 2 Tone Sunburst Acoustic Guitar,$134.99,"Plano, TX",Great
Used Gretsch Guitars G2655T Walnut Hollow Body Electric Guitar,$424.99,"Plano, TX",Great
Used Fender PMTE PARAMOUNT Natural Acoustic Electric Guitar,$449.99,"South Springfield, MO",Excellent
Used Vola Vasti V2 blue Solid Body Electric Guitar,$849.99,"Warwick, RI",Great
Used Jackson consept series rhoads rr24-7 Camo Solid Body Electric Guitar,$999.99,"Nashville, TN",Good
Used ESP ltd gh600 Black Solid Body Electric Guitar,$699.99,"Nashville, TN",Good
Used Carlo Robelli CC-6 Natural Classical Acoustic Guitar,$99.99,"Orange, CT",Great
Used Fender Player Telecaster Alpine White Solid Body Electric Guitar,$579.99,"Totowa, NJ",Good
Vintage 1989 Ibanez Jem 777-V Black Solid Body Electric Guitar,"$3,999.99","Alpharetta, GA",Great
Used 2012 Gibson Les Paul Studio Red Solid Body Electric Guitar,"$1,199.99","Danbury, CT",Great
Used Taylor 214CE Natural Acoustic Electric Guitar,$679.99,"Hobart, IN",Good
Used Ibanez AF95 Walnut Hollow Body Electric Guitar,$449.99,"Hobart, IN",Excellent
Used Martin D11E NATURAL` Acoustic Electric Guitar,$649.99,"Greensboro, NC",Good
Vintage 1967 Martin 00-16C Natural Classical Acoustic Guitar,"$1,999.99","Central Houston, TX",Good
Used Fender Player Stratocaster Black Solid Body Electric Guitar,$594.99,"Overland Park, KS",Great
Used 2024 Fender Jack White Triplecaster Black and White Solid Body Electric Guitar,"$2,749.99","Nashville, TN",Excellent
Used Fender PLAYER 2 STRATOCASTER Green Solid Body Electric Guitar,$599.99,"Hickory Corners, NC",Good
Used Ibanez Nita Strauss JIVAJR Deep Sea Blonde Solid Body Electric Guitar,$599.99,"Appleton, WI",Great
Used Washburn WIDLXSLTD Vintage Natural Solid Body Electric Guitar,$599.99,"Portsmouth, NH",Good
Used 2012 Dean Dave Mustaine Zero Trans Amber Solid Body Electric Guitar,$999.99,"Crestwood, MO",Great
Used Fender Player Stratocaster 2 Color Sunburst Solid Body Electric Guitar,$594.99,"Plano, TX",Great
Used Martin DX2E Natural 12 String Acoustic Electric Guitar,$549.99,"Pittsburgh, PA",Great
Used Charvel PRO-MOD DK22 SSS 2PT CM ELECTRIC BLUE Solid Body Electric Guitar,$769.99,"Pittsburgh, PA",Great
Used Fender  Fender Telecaster Custom Black Solid Body Electric Guitar Black Solid Body Electric Guitar,$799.99,"Hickory Corners, NC",Great
Used Epiphone Epiphone LES PAUL LIMITED EDITION 2 Tone Sunburst Solid Body 2 Tone Sunburst Solid Body Electric Guitar,$599.99,"Hickory Corners, NC",Great
Used Jackson Scott Ian Signature Soloist Black Solid Body Electric Guitar,$699.99,"Appleton, WI",Great
Used PRS SE SWAMP ASH SPECIAL Charcoal Solid Body Electric Guitar,$599.99,"Pineville, NC",Great
Used Epiphone EJ160E John Lennon Signature 2 Tone Sunburst Acoustic Electric Guitar,$349.99,"Fredericksburg, VA",Fair
Used Yamaha FG830 NATURAL Acoustic Guitar,$279.99,"Winston-Salem, NC",Great
Used PRS CE24 TURQOISE SATIN Solid Body Electric Guitar,$379.99,"Flint, MI",Fair
Used Martin 00028 Natural Acoustic Guitar,"$2,599.99","Fredericksburg, VA",Great
Used Charvel Pro Mod So-Cal Style 2 HH ASH Natural Solid Body Electric Guitar,$739.99,"Virginia Beach, VA",Great
Used Taylor GS Mini-e Rosewood Natural Acoustic Electric Guitar,$649.99,"Southfield, MI",Great
Used Rickenbacker 360 Jetglo Hollow Body Electric Guitar,"$1,999.99","Southfield, MI",Great
Used Schecter Guitar Research OMEN EXTREME 7 Black Cherry Solid Body Electric Guitar,$419.99,"Plymouth Meeting, PA",Great
Used 2000s Squier Affinity Stratocaster Blue Solid Body Electric Guitar,$124.99,"Florence, KY",Good
Used Taylor 210CE Natural Acoustic Electric Guitar,$629.99,"Canton, MI",Good
Used Alvarez MDA77CE SHADOW BURST Acoustic Electric Guitar,$749.99,"Manchester, CT",Great
Used 2023 Fender professional ii special run roasted pine stratocaster 2 Tone Sunburst Solid Body Electric Guitar,"$1,599.99","Overland Park, KS",Great
Used 2017 Fender American Original 50s Telecaster blonde Solid Body Electric Guitar,"$1,799.99","Overland Park, KS",Great
Used Gibson Les Paul Modern Wine Red Solid Body Electric Guitar,"$1,799.99","San Antonio, TX",Good
Used Fender MIJ AERODYNE SPECIAL STRATOCASTER HSS DOLPHIN GRAY METALLIC Solid Body Electric Guitar,$849.99,"South Austin, TX",Excellent
Used Fender American Acoustasonic Jazzmaster Mahogany Acoustic Electric Guitar,"$1,209.99","Orange, CT",Great
Used Fender Player Stratocaster Metallic Silver Solid Body Electric Guitar,$619.99,"Springfield, NJ",Excellent
Used Gretsch Guitars G9520 Jim Dandy Flat Top Flat Black Acoustic Guitar,$114.99,"Avondale, AZ",Good
Used Sire S7 VINTAGE Antique White Solid Body Electric Guitar,$499.99,"Pittsburgh, PA",Great
Used Lyon By Washburn LI15 Black Solid Body Electric Guitar,$74.99,"Youngstown, OH",Fair
Used Agile LEGACY PRO 727 Natural Solid Body Electric Guitar,$400.99,"Gwinnett, GA",Excellent
Used Fender Vintera 60s Jazzmaster Olympic White Solid Body Electric Guitar,$979.99,"Myrtle Beach, SC",Great
Used ESP M-200FM Trans Charcoal Solid Body Electric Guitar,$469.99,"Myrtle Beach, SC",Great
Used PRS SE NF3 Pearl White Solid Body Electric Guitar,$629.99,"Little Rock, AR",Excellent
Used Gretsch Guitars G2657T Red Hollow Body Electric Guitar,$384.99,"Orange, CT",Great
Used Paterson Ltd. mh-1000 Purple Solid Body Electric Guitar,$899.99,"Salem, OR",Great
Used 2022 Jackson JS32 Dinky DKs Arch Top Natural Solid Body Electric Guitar,$179.99,"Oxford Valley, PA",Good
Used Jackson RR3 Randy Rhoads Black Solid Body Electric Guitar,$374.99,"Central Dallas, TX",Fair
Used Washburn FESTIVAL EA55G Amber Acoustic Electric Guitar,$199.99,"North Houston, TX",Good
Used Squier Classic Vibe Telecaster Left Handed Natural Electric Guitar,$299.99,"Hobart, IN",Great
Used Mahar MAHAR RED SPARKLE Solid Body Electric Guitar,$79.99,"Monroeville, PA",Good
Used DBZ Guitars Imperial 2 Tone Sunburst Solid Body Electric Guitar,$899.99,"Hobart, IN",Excellent
Used Taylor 512CE Natural Acoustic Electric Guitar,"$1,499.99","Pittsburgh, PA",Good
Used Ibanez AEG70 Tiger Burst High Gloss Acoustic Electric Guitar,$289.99,"Kennesaw, GA",Great
Used A1m DT-45 Natural Acoustic Guitar,$699.99,"N. Olmsted, OH",Excellent
Used Ibanez prestige az2407f sodalite Solid Body Electric Guitar,"$1,999.99","New Braunfels, TX",Excellent
Used Epiphone SG Custom Ebony Solid Body Electric Guitar,$499.99,"Myrtle Beach, SC",Great
Used Ibanez EW20ASE Natural Acoustic Electric Guitar,$349.99,"Lewisville, TX",Great
Used Fender Vintera 60s Stratocaster Olympic White Solid Body Electric Guitar,$669.99,"Hobart, IN",Great
Used Godin A6 Ultra Koa Acoustic Electric Guitar,"$1,074.99","Salem, OR",Excellent
Used 2022 Jackson SLA6 DX Satin Black Baritone Guitars,$549.99,"Hagerstown, MD",Good
Used Taylor 210E natural Acoustic Electric Guitar,$699.99,"Winston-Salem, NC",Good
Used 2020 Novo miris h2 burst Hollow Body Electric Guitar,"$4,499.99","Overland Park, KS",Great
Used Taylor 814CE LTD BUILDERS EDITION 50TH ANNIVERSARY SINKER REDWOOD Natural Acoustic Electric Guitar,"$3,999.99","Cool Springs, TN",Excellent
Used ESP LTD SN200 White Solid Body Electric Guitar,$299.99,"Athens, GA",Good
Used Peavey ROCKMASTER Black Solid Body Electric Guitar,$69.99,"N. Olmsted, OH",Fair
Used Casio PG-830 BLACK Solid Body Electric Guitar,$590.99,"N. Olmsted, OH",Good
Used Ibanez IC300 Black Solid Body Electric Guitar,$649.99,"Virginia Beach, VA",Good
Used Guild F-2512E Natural 12 String Acoustic Guitar,$374.99,"Southfield, MI",Great
Used D'Angelico DAPCSG200VSBCP Tobacco Sunburst Acoustic Electric Guitar,$199.99,"Monroeville, PA",Good
Used Martin ALTERNATIVE X ALUMINUM Acoustic Electric Guitar,$499.99,"Appleton, WI",Great
Used Agile CUSTOM HARM Gold Hollow Body Electric Guitar,$499.99,"Appleton, WI",Great
Used RainSong AWS1000 CARBON Acoustic Electric Guitar,"$1,699.99","Appleton, WI",Good
Used ESP ECLIPSE Purple Acoustic Electric Guitar,$999.99,"Appleton, WI",Great
Used Samich OM8CE Natural Acoustic Electric Guitar,$249.99,"Appleton, WI",Good
Used Ovation DJA34BY DJ Ashba Boneyard GRAPHIC Acoustic Electric Guitar,$699.99,"Appleton, WI",Great
Used Gibson MEMPHIS 339 BLUE Hollow Body Electric Guitar,"$2,199.99","Appleton, WI",Good
Used Jackson JS22 Dinky Satin Black Solid Body Electric Guitar,$159.99,"Pittsburgh, PA",Great
Used Schecter Guitar Research NICK JOHNSTON Seafoam Green Solid Body Electric Guitar,$499.99,"South Springfield, MO",Great
Used Jackson American Series Soloist SL2MG Electric Guitar  Satin Black Solid Body Electric Guitar,"$1,799.99","Cherry Hill, NJ",Great
Used Jackson JS Series Dinky Arch Top JS24 DKAM Black Stain Solid Body Electric Guitar,$249.99,"Orange, CT",Excellent
Used D'Angelico DAPDCCMPCTCB White Sparkle Hollow Body Electric Guitar,$489.99,"Cherry Hill, NJ",Good
Used Zion CLASSIC HSH Orange Solid Body Electric Guitar,"$1,499.99","Fredericksburg, VA",Good
Vintage 1965 Fender Musicmaster 2 Red Solid Body Electric Guitar,"$1,849.99","Dallas, TX",Good
Used 2021 Squier Classic Vibe 70s Telecaster Custom black Solid Body Electric Guitar,$359.99,"Winston-Salem, NC",Great
Used 2014 Fender 60th Anniversary American Commemorate Stratocaster sunburst Solid Body Electric Guitar,"$1,399.99","Winston-Salem, NC",Great
Used Ibanez AEG70 Emerald Burst Acoustic Electric Guitar,$229.99,"Lancaster, PA",Good
Used Ibanez RG7 Prestige Metallic Blue Solid Body Electric Guitar,"$1,099.99","Fairfax, VA",Great
Used Martin Custom 0028VS 12-Fret Natural Acoustic Guitar,"$3,299.99","Fairfax, VA",Good
Used Eastwood ELMORE 54 Cream Solid Body Electric Guitar,$479.99,"Chattanooga, TN",Great
Used D'Angelico Premier Lexington LS Mahogany Acoustic Electric Guitar,$174.99,"Chattanooga, TN",Great
Used Squier Standard Stratocaster 2 Tone Sunburst Solid Body Electric Guitar,$214.99,"Warwick, RI",Great
Used Ibanez AMH90 Black Hollow Body Electric Guitar,$469.99,"Warwick, RI",Good
Vintage 1989 Gibson Les Paul Custom Alpine White Solid Body Electric Guitar,"$4,599.99","Virginia Beach, VA",Good
Used Epiphone Special II Black Solid Body Electric Guitar,$99.99,"Kennesaw, GA",Great
Used Fender American Ultra Stratocaster MOCHA BURST Solid Body Electric Guitar,"$1,469.99","Savannah, GA",Great
Used Taylor 414CE Natural Acoustic Electric Guitar,"$1,299.99","Towson, MD",Good
Used Ibanez AEG58L-VVH 2 Color Sunburst Acoustic Electric Guitar,$319.99,"N. Olmsted, OH",Great
Used Epiphone Les Paul Standard Sunburst Solid Body Electric Guitar,$329.99,"Little Rock, AR",Good
Used Jackson X Series Rhoads RRX24 Matte Army Drab Solid Body Electric Guitar,$649.99,"Little Rock, AR",Great
Used Epiphone Limited Edition Tommy Thayer White Lightning Explorer Metallic White Solid Body Electric Guitar,$849.99,"Little Rock, AR",Great
Used PRS SE CE24 Standard Satin Charcoal Solid Body Electric Guitar,$329.99,"Little Rock, AR",Excellent
Used Fender AMERICAN TELECASTER Black Solid Body Electric Guitar,"$1,249.99","South Springfield, MO",Excellent
Used strandberg SALEN NX 6 Natural Electric Guitar,"$1,599.99","Boise, ID",Excellent
Used 2011 Gibson Les Paul Classic Plus Heritage Cherry Solid Body Electric Guitar,"$2,399.99","Austin, TX",Great
Used Aria Pro II 2 Color Sunburst Solid Body Electric Guitar,$499.99,"Orange, CT",Great
Used Agile Double Cut Red Solid Body Electric Guitar,$399.99,"Orange, CT",Good
Used Peavey Predator Plus Black and White Solid Body Electric Guitar,$179.99,"Orange, CT",Good
Used 1993 Peavey predator Black and White Solid Body Electric Guitar,$179.99,"Orange, CT",Good
Used Guild M240E Natural Acoustic Electric Guitar,$329.99,"Spartanburg, SC",Great
Used Squier Sonic Stratocaster HSS Black Solid Body Electric Guitar,$139.99,"Twin Cities, MN",Great
Used Ibanez Gio HSS Black Solid Body Electric Guitar,$129.99,"Lewisville, TX",Good
Used Jackson SLX Soloist Camoflauge Solid Body Electric Guitar,$549.99,"Dayton, OH",Great
Used 2019 Fender Player Stratocaster Sea Foam Pearl Solid Body Electric Guitar,$599.99,"Central Houston, TX",Excellent
Used 2019 Fender Player Stratocaster Shell Pink Solid Body Electric Guitar,$599.99,"Central Houston, TX",Excellent
Used 2007 Squier Affinity Series Starcaster Candy Apple Red Hollow Body Electric Guitar,$119.99,"Seven Corners, VA",Good
Used Jackson JS22Q-7 Charcoal Solid Body Electric Guitar,$299.99,"Salem, OR",Great
Used Epiphone J200 EC STUDIO 2 Color Sunburst Acoustic Guitar,$349.99,"Salem, OR",Great
Used Ibanez AF75D ORANGE Hollow Body Electric Guitar,$389.99,"Salem, OR",Great
Used Heritage H-530 Artisan Series Tobacco Sunburst Hollow Body Electric Guitar,"$2,199.99","Cherry Hill, NJ",Great
Used Gibson Les Paul Traditional Heritage Cherry Sunburst Solid Body Electric Guitar,"$1,799.99","Cherry Hill, NJ",Good
